# Playas rev. 1.5 (2024-03-124)
,Identificador,Tramo,Nombre,Longitud,Anchura,Direccion,ID_Municipio,Municipio,geometry
218,C01-015_23,C01-015,"23.Playa de Cortadura (Urrutia)",1271.38878,40,S,11012,Cádiz,"LINESTRING (207114.4638255249 4043209.8025308256, 207146.29790481512 4043135.523012481, 207196.3228865569 4043053.663951451, 207219.06151462108 4042959.6776221176, 207228.15696584684 4042908.1367318374, 207259.99104513717 4042836.889030569, 207302.43648419064 4042705.004987794, 207352.46146593243 4042542.8027742705, 207394.90690498595 4042429.1096339477, 207426.74098427605 4042383.632377818, 207449.4796123404 4042327.5437619253, 207569.9754245929 4042159.1293029194, 207619.26136855484 4042055.4381794217)"
219,C01-015_24,C01-015,"24.Playa del Chato/torregorda (Urrutia)",1053.76105,40,S,11012,Cádiz,"LINESTRING (207640.52469474927 4042013.5326707386, 207721.76025624038 4041845.8815719937, 207731.36945139163 4041826.050647027, 207785.52204735036 4041683.46134276, 207819.27704099927 4041597.816276993, 207857.25900896225 4041484.6986150066, 207878.48172848893 4041455.8963527903, 207895.1567224026 4041375.553200296, 207920.92716754263 4041328.560035629, 207955.57282095117 4041232.0181077365, 207981.5635090475 4041138.31351416, 208026.28281090752 4041037.5055964063)"
220,C01-015_25,C01-015,"25.Playa de la Anegada (Urrutia)",1291.95159,40,S,11012,Cádiz,"LINESTRING (208440.50481881428 4039804.692978181, 208428.3775505133 4039900.195216051, 208413.97641940572 4039990.3917740392, 208372.28893462097 4040138.1928564585, 208355.613940707 4040183.6701125875, 208334.39122118015 4040222.325780296, 208313.5474787879 4040259.844516605, 208300.6622562182 4040274.245647712, 208297.6304391428 4040298.121207179, 208291.56680499227 4040327.6814236594, 208288.91396505153 4040354.5888002035, 208282.85033090116 4040379.6012910767, 208267.3122683902 4040411.8143474986, 208240.02591471304 4040469.039894797, 208213.49751530448 4040528.539304897, 208202.12820127234 4040553.930772903, 208189.621955837 4040581.596103716, 208179.01059607335 4040602.8188232407, 208158.16685368103 4040617.977908618, 208149.07140245527 4040632.0000625905, 208134.67027134774 4040641.095513816, 208122.54300304689 4040649.4330107756, 208109.65778047708 4040663.076187612, 208104.3521005953 4040684.2989071384, 208099.70965654257 4040723.7392225927, 208097.1664448186 4040767.993760676, 208094.86972872767 4040796.9952089083, 208086.66640779923 4040850.997924678, 208076.66630423156 4040886.9997898825, 208037.65212493984 4041003.3976543094)"
221,C01-016_26,C01-016,"26.Playa de Camposoto",6753.71101,60,S,11031,San Fernando,"LINESTRING (208466.00375794707 4039764.0038436064, 208522.09237383935 4039606.349355694, 208586.5184866885 4039373.6573951673, 208614.9417717689 4039266.0278889965, 208637.30142269906 4039173.5574682006, 208678.60993034946 4039089.803521497, 208702.2851339237 4039011.305298755, 208778.42134600924 4038827.104156733, 208797.9492883701 4038739.2284161113, 208844.32815147686 4038690.408560209, 208871.13031462807 4038657.769588274, 208898.02999296883 4038602.5328195845, 209071.98819586367 4038466.7651125337, 209212.96768986288 4038298.4992648573, 209318.32333322807 4038170.404993428, 209425.95283939946 4038006.686871363, 209527.51871142053 4037946.0505298586, 209627.5686749039 4037862.6755602886, 209703.3641017854 4037780.816499257, 209781.4333914732 4037694.409712611, 209849.6492756661 4037606.487017428, 209912.47430538735 4037522.128232073, 209939.84583365527 4037476.118883193, 210012.60944346123 4037345.7507489566, 210039.8957971385 4037276.7769104955, 210048.08562364976 4037246.4222361324, 210100.91111577803 4037136.17639363, 210120.9969039017 4037051.664492657, 210141.840646294 4036964.8787288778, 210155.4838231324 4036906.516250179, 210172.6181756638 4036806.6808509417, 210189.68625709286 4036731.893980209, 210194.51846797665 4036706.416323211, 210211.19346189045 4036561.268080736, 210233.93208995485 4036436.96358065, 210244.54344971827 4036370.642582129, 210267.2820777828 4036295.9840866504, 210285.47298023407 4036242.1693335637, 210355.58375009953 4036074.2824630244, 210447.67519376025 4035915.1120665725, 210507.55358099664 4035754.4257615837, 210524.2285749105 4035697.579191423, 210548.3518729671 4035653.6034902628, 210565.9160596953 4035608.8985419716, 210607.03218553186 4035528.989758551, 210646.43079749367 4035439.0899412814, 210689.171154854 4035356.7103704535, 210700.64243097685 4035300.0321774296, 210712.76969927788 4035276.5355950976, 210737.0242358797 4035218.9310706654, 210762.79468101956 4035172.695860268, 210788.56512615905 4035099.174296195, 210794.62876030954 4035074.919759592, 210826.46283959987 4035005.1879668604, 210858.29691889003 4034920.2970887544, 210870.15764921316 4034876.7285928875, 210895.8156551962 4034825.931782286, 210912.1116719757 4034767.190326451, 210915.5564954994 4034741.3390383413, 210937.91373362584 4034684.481501202, 210960.99972231418 4034637.959123619, 210978.81164763146 4034609.156861405, 210977.67471622815 4034566.332445217, 210979.94857903448 4034536.772228732, 211004.20311563677 4034493.5688354108, 211034.52128638903 4034443.5438536685, 211037.2657466877 4034399.715321529, 211036.79514919576 4034349.9365014723, 211051.196280303 4034326.8188962713, 211073.7975650709 4034303.7959419107, 211079.93955274444 4034264.4872208023, 211086.0621766686 4034236.622338282, 211096.67353643215 4034203.6513275905, 211101.60023917927 4034193.797922097, 211106.96429850633 4034152.70304515, 211119.2482738527 4034091.2831684174, 211135.21744180284 4034065.486820191, 211153.64340482256 4034037.2336768955, 211158.82578647468 4034000.8985606823, 211179.43975304987 4033968.443414955, 211194.1805234654 4033904.566743153, 211201.3581322059 4033842.700879197, 211219.5251616718 4033783.1309322175)"
222,C01-016_27,C01-016,"27.Playa del Castillo",1691.66338,40,S,11031,San Fernando,"LINESTRING (211234.03521289135 4033775.3387235682, 211247.50643592572 4033747.552346331, 211259.42668089666 4033686.279096983, 211277.9965604826 4033629.053549688, 211298.84030287503 4033557.4268712862, 211306.41984556324 4033504.3700724673, 211324.61074801465 4033436.1541882744, 211346.59142181033 4033358.084898588, 211361.24258817598 4033334.590287083, 211400.5513092844 4033233.8616892425, 211401.77970681887 4033177.3554026484, 211415.2920796998 4033096.2811653633, 211411.60688709613 4033034.8612886313, 211404.95390050882 4032950.684479101, 211391.95252654195 4032832.175695417, 211370.08800414344 4032570.5704132887, 211363.69938324532 4032498.0515659945, 211405.46489942283 4032367.8414273234, 211525.6967883368 4032152.626346169)"
223,C01-017_28,C01-017,"28.Playa de Lavaculos/Sancti Petri",254.877116,40,S,11015,Chiclana de la Frontera,"LINESTRING (212186.90197848977 4031559.6310622036, 212187.7656755143 4031560.1427088086, 212207.8514636379 4031554.8370289262, 212222.25259474537 4031541.9518063557, 212247.64406275045 4031523.7609039047, 212268.48780514312 4031482.073419121, 212280.2360963096 4031457.4399053827, 212329.12414664798 4031360.421758975)"
224,C01-017_29,C01-017,"29.Playa de las Piedras",1776.04528,20,S,11015,Chiclana de la Frontera,"LINESTRING (213672.39773134323 4030243.3213854623, 213491.06804073934 4030328.467021985, 213341.7510497832 4030392.8931348342, 213240.5641548966 4030451.255613534, 213188.64428748295 4030483.847647092, 213164.27515059244 4030495.9957470796, 213156.34192400821 4030501.1828567698, 213139.2549744426 4030511.2519520503, 213115.76041878987 4030525.5927847205, 213080.63580417685 4030536.904445909, 213050.48116883723 4030556.450449126, 213000.67162881693 4030600.1936273547, 212963.53186964523 4030638.8492950653, 212947.23585286568 4030658.9350831877, 212940.79324158077 4030666.8936030106, 212923.3602933981 4030680.157802714, 212897.58984825853 4030704.4123393153, 212832.4057811406 4030756.332206731, 212778.5910280547 4030814.6946854293, 212747.89388016768 4030843.4969476447, 212720.22854935593 4030875.3310269336, 212704.14800871728 4030894.487820879, 212680.4359502431 4030915.881580317, 212645.5700538779 4030947.336682472, 212614.1149517221 4030976.51792182, 212579.2490553566 4031022.7531322194, 212509.382148067 4031112.7877718876, 212491.06519270112 4031135.7744092494, 212434.440499364 4031205.113172626, 212401.05037379678 4031253.1142195454, 212383.93558475765 4031277.479672905, 212371.72709154116 4031298.265406685, 212363.99004301347 4031311.533708638, 212357.5474317287 4031321.0081369984, 212348.0730033684 4031330.4825653587, 212341.6303920835 4031343.367787927, 212335.56675793295 4031355.116079095)"
225,C01-018_30,C01-018,"30.Playa de la Barrosa",1877.31296,60,S,11015,Chiclana de la Frontera,"LINESTRING (214867.13401577057 4028775.039748049, 214803.4658571903 4028907.681745092, 214770.11586936255 4028993.330577467, 214732.97611019056 4029033.5021537133, 214714.02725347027 4029079.7373641105, 214635.2000095136 4029219.2009495734, 214519.23672797077 4029419.6012941184, 214430.55235693406 4029561.796279078, 214366.41090449272 4029653.9453194127, 214267.7137100448 4029755.161745109, 214203.16607628972 4029831.6279987763, 214037.93204568845 4029975.6393098515, 213997.00251517253 4030002.9256635276, 213849.9593870226 4030136.325614839, 213849.9593870226 4030136.325614839, 213849.9593870226 4030136.325614839, 213792.35486259282 4030172.7074197433, 213717.78048145218 4030214.563999255)"
226,C01-018_31,C01-018,"31.Playa del Puerco",3762.44431,45,s,11015,Chiclana de la Frontera,"LINESTRING (216848.22569827098 4023124.438561143, 216833.36682591282 4023169.0151782176, 216816.22197319186 4023226.164687287, 216797.93413028953 4023299.3160588965, 216776.217316843 4023373.6104206876, 216756.78648375924 4023436.474880664, 216728.21172922433 4023550.773898804, 216705.3519255964 4023674.2168383948, 216672.20521033587 4023810.2326699807, 216643.63045580097 4023917.6737470324, 216592.19589763813 4024058.261539344, 216567.0501136474 4024163.4166360325, 216503.04266348918 4024314.2913399767, 216453.8940856891 4024473.1669751913, 216392.17261589365 4024609.1828067773, 216306.4483522889 4024819.4930001544, 216247.01286285627 4024980.6546157314, 216204.7222261446 4025101.81157496, 216186.43438324225 4025148.1026773066, 216128.78509701142 4025294.5261896774, 216107.56237748457 4025373.353433634, 216070.4226183127 4025483.2568026115, 216038.30626306793 4025576.596562117, 216022.6425981071 4025672.820337807, 215966.78464760905 4025984.7137964894, 215949.08466378762 4026091.87088192, 215938.44861411006 4026143.372114115, 215910.49426759308 4026257.8860653406, 215881.606731657 4026328.598689383, 215845.20635328867 4026473.051198227, 215824.28870530543 4026562.142308698, 215796.48304116033 4026648.6059961077, 215758.47187888582 4026753.3870576364, 215725.56265410897 4026884.801038463, 215703.0612110293 4026940.574608981, 215650.20971449604 4027092.2309519127, 215612.14819328196 4027179.0943405833, 215556.78621062537 4027297.986739754, 215520.81621374784 4027366.6000705753, 215378.5100602688 4027688.373775835, 215325.6866193043 4027779.716798454, 215270.78619064874 4027918.2951658326, 215214.17739209312 4028035.779248135, 215173.4306690839 4028148.677507218, 215091.09557534568 4028323.746970654, 215028.56030114176 4028461.952378898, 214988.7387504931 4028542.3540253835, 214960.56415466883 4028600.7325583925, 214930.08042088285 4028676.897114258, 214890.66679890448 4028745.1129984516)"
227,C01-020_32,C01-020,"32.Cala Encendida",550.829562,20,S,11014,Conil de la Frontera,"LINESTRING (217039.25858842785 4022562.627930162, 217023.9812270049 4022634.521395682, 216985.33848928846 4022732.4762424515, 216952.08776148577 4022776.510990081, 216931.8677243087 4022820.995071871, 216889.18097915675 4022956.9186551166, 216828.0715334657 4023066.556190032)"
228,C01-020_33,C01-020,"33.Cala Frailecillo",344.326954,20,S,11014,Conil de la Frontera,"LINESTRING (217243.4265722832 4022261.1968163024, 217241.9082943591 4022283.816084195, 217222.13759134128 4022301.789450576, 217202.3668883238 4022295.9481065026, 217160.12947733147 4022340.8815224515, 217132.72009360237 4022423.5590078006, 217100.36803411873 4022485.567121809, 217060.37729392393 4022524.209859526)"
229,C01-020_34,C01-020,"34.Cala Pato",151.754912,20,S,11014,Conil de la Frontera,"LINESTRING (217374.3684170656 4022044.6009789375, 217352.8938317541 4022113.967771907, 217302.24241208 4022174.775588043)"
230,C01-020_35,C01-020,"35.Cala del Tio Medina",160.000252,20,S,11014,Conil de la Frontera,"LINESTRING (217664.84407198237 4021609.1408437165, 217647.6570403817 4021665.307613654, 217613.6815121582 4021723.004198197, 217595.84571392817 4021752.3089617644)"
231,C02-001_01,C02-001,"01.Cala del Aceite",256.796031,25,S,11014,Conil de la Frontera,"LINESTRING (218867.3044146609 4021398.8126361487, 218830.16465548932 4021411.5083701517, 218787.05923474382 4021416.2167569594, 218743.45112226403 4021416.8309557266, 218714.7661180625 4021414.540187226, 218671.75221330713 4021410.5609273133, 218653.5613108558 4021404.307804596, 218627.79086571612 4021394.6438876702, 218618.69541449036 4021387.0643449803, 218618.69541449036 4021387.0643449803)"
232,C02-001_02,C02-001,"02.Cala Melchor",57.0818174,20,S,11014,Conil de la Frontera,"LINESTRING (219152.38996401848 4021353.714357153, 219163.94876661804 4021351.914215765, 219174.18114924704 4021347.461234436, 219186.02418469707 4021339.7869474622, 219193.50898310164 4021336.4708975386, 219202.03596862598 4021328.13340058)"
233,C02-001_03,C02-001,"03.Cala Pitones",55.4482205,20,S,11014,Conil de la Frontera,"LINESTRING (219398.37721803627 4021251.1820623437, 219398.37721803627 4021251.1820623437, 219406.90095323685 4021249.5385664273, 219420.41332611797 4021244.317876905, 219433.8105367297 4021239.634611355, 219441.2960842066 4021235.1048953943, 219447.74517126346 4021228.3487089556)"
234,C02-001_04,C02-001,"04.Cala Sudario",53.8173956,20,S,11014,Conil de la Frontera,"LINESTRING (219496.7275229573 4021255.834103793, 219496.7275229573 4021255.834103793, 219506.09405415866 4021255.52700441, 219519.91352642328 4021251.2276130384, 219530.96910423494 4021243.5501284474, 219538.6465888266 4021238.482988616, 219543.25307958154 4021232.8016500184)"
235,C02-002_05,C02-002,"05.Playa Fuente de Gallo",195.436435,25,S,11014,Conil de la Frontera,"LINESTRING (220317.58386985603 4021028.7399088964, 220310.57279286964 4021035.750985883, 220300.71938737517 4021046.7413227838, 220278.54922501236 4021060.1950110556, 220260.7372996951 4021076.1120506977, 220223.59754052345 4021103.0194272413, 220206.16459234047 4021112.4938556007, 220187.02624705312 4021124.810612469, 220156.5185877335 4021135.800949368, 220156.47642280732 4021135.773450503)"
236,C02-002_06,C02-002,"06.Playa la Fontanilla",1181.60847,40,S,11014,Conil de la Frontera,"LINESTRING (221156.45070502372 4020109.1801038734, 221134.8832240473 4020135.254222666, 221081.64544259442 4020220.3646232784, 221050.1230719972 4020265.546687801, 220982.17485093226 4020358.3625567807, 220935.24154359882 4020416.5038181054, 220879.2017736482 4020485.1525362935, 220813.00479539443 4020579.1942752423, 220773.07645930455 4020627.878825387, 220728.06951906317 4020671.134522817, 220701.45062833675 4020697.052916418, 220679.73521748092 4020725.0728013925, 220652.06558106805 4020770.605114479, 220618.79196765978 4020804.053852166, 220594.27456830634 4020827.3453815538, 220558.37409068196 4020856.416012216, 220523.87460730638 4020885.6617671587, 220484.12139549747 4020933.120447335, 220455.75126196025 4020958.5134680937, 220396.38413066877 4021004.746278303)"
237,C02-002_07,C02-002,"07.Playa de Los Bateles",2259.50046,130,S,11014,Conil de la Frontera,"LINESTRING (222287.79084635153 4018083.089697884, 222260.79461329133 4018157.6780360616, 222232.774728316 4018194.1038865303, 222217.36379157956 4018226.326754251, 222185.14092385815 4018279.564535705, 222138.90811364894 4018367.827173378, 222089.87331494212 4018456.089811048, 222040.83851623553 4018547.1544372183, 221976.3927807925 4018692.8578390884, 221868.68938023032 4018887.8321622945, 221824.77057175798 4018994.0873440835, 221749.68357662775 4019142.844598586, 221699.38945724798 4019297.2687961156, 221683.45117997972 4019344.3752600425, 221655.8248327148 4019399.273770633, 221628.02139348036 4019451.870085618, 221603.40560969943 4019490.4761350024, 221572.7686989503 4019534.572035443, 221523.8913153279 4019601.158616032, 221502.64027897047 4019623.826388148, 221428.9700195972 4019722.2895232686, 221362.3834390099 4019844.837166265, 221331.56943629135 4019895.131285645, 221255.41988934332 4020037.336137273, 221237.7106923788 4020053.0973225697, 221224.07461071585 4020061.243553172, 221224.07461071585 4020061.243553172)"
238,C02-002_08,C02-002,"08.Playa de Castilnovo",2867.26878,180,S,11014,Conil de la Frontera,"LINESTRING (222322.43836023676 4018035.791536419, 222368.6711704458 4017960.137846988, 222407.548760849 4017902.346834226, 222435.5686458242 4017827.3936419175, 222470.24325348123 4017755.942935231, 222515.42531800375 4017642.462401082, 222525.23227774497 4017601.833567865, 222535.73973461072 4017576.615671387, 222551.150671347 4017535.986838174, 222572.16558507847 4017489.0535308393, 222593.18049881002 4017419.704315528, 222608.5914355464 4017349.6546030897, 222645.0172860141 4017257.1889826707, 222701.05705596477 4017128.297511784, 222712.26500995463 4017051.2428281014, 222757.09682591504 4016922.351357217, 222775.30975114892 4016856.5046275244, 222807.53261887043 4016766.840995605, 222824.34454985562 4016692.58830042, 222894.39426229376 4016430.6023759027, 222950.4340322442 4016172.8194341287, 222967.24596322927 4016073.3488424667, 223034.49368716998 4015842.1847914215, 223100.3404168618 4015630.6346598584, 223220.8259222553 4015326.6189078772)"
239,C02-003_09,C02-003,"09.Playa del Palmar",4673.07267,50,S,11039,Vejer de la Frontera,"LINESTRING (223270.64722189406 4015243.959415586, 223301.98318925692 4015190.800021258, 223322.35344839166 4015155.6513381395, 223348.9679413805 4015105.0504823984, 223402.67023027124 4015000.7664966863, 223470.57876414573 4014865.085367082, 223524.14307945909 4014766.474370357, 223605.16394677816 4014589.5730991433, 223687.50600420305 4014469.1016136226, 223718.94169146311 4014402.0854058797, 223762.57280847174 4014301.369604717, 223807.57195666776 4014174.370564141, 223876.49539560732 4014063.079130682, 223913.08841472445 4013995.579744374, 223951.71503054694 4013929.313806658, 224002.62019317155 4013871.269902813, 224027.98091340176 4013827.5665860283, 224099.9612461396 4013690.4462741925, 224150.8882012345 4013597.533585842, 224236.32824771106 4013434.773133966, 224326.66450452246 4013259.382655687, 224376.25775764114 4013145.3832058734, 224488.61935949622 4012882.497471573, 224518.77576846164 4012804.090454979, 224558.6203452173 4012712.486916412, 224576.530605414 4012685.9482581685, 224662.0555952196 4012523.3872188204, 224716.11711050558 4012410.1378519824, 224763.93722955982 4012314.329893739, 224826.99499167292 4012129.868797749, 224843.2605079991 4012095.489329199, 224880.93327025033 4011999.5763326143, 224904.04967535485 4011906.410215072, 224955.88646255882 4011804.8381320364, 224992.31231302657 4011703.966546125, 225033.07122402667 4011633.8940566313, 225153.17894441448 4011449.895667626, 225188.38740662282 4011388.9811688135, 225277.26848329732 4011237.694370108, 225318.47577633872 4011164.999015599, 225341.97513319284 4011105.9993055873, 225351.66733783408 4011077.722116926)"
240,C02-003_10,C02-003,"10.Playa de Zahora",3717.79208,40,S,11007,Barbate,"LINESTRING (225757.70091258455 4010490.410028136, 225777.16333602375 4010479.5847749077, 225786.34548039804 4010467.7780196937, 225799.09610221238 4010453.2564781834, 225820.70132250927 4010431.6512578856, 225838.6639139143 4010414.289794878, 225857.1661749204 4010410.0496933977, 225887.64497091493 4010401.895619927, 225936.46482681652 4010378.7061883733, 225977.96170433308 4010362.2294870056, 226013.35609986208 4010339.650303654, 226046.91975079448 4010325.61459508, 226078.3276205223 4010289.856845856, 226091.6204313548 4010272.828125888, 226115.65413438086 4010242.0949695352, 226134.82315480633 4010216.459084494, 226151.51819826185 4010187.333885179, 226166.7131508438 4010149.820920702, 226195.37301703077 4010079.461868701, 226221.8987262941 4010030.556291899, 226253.86828026542 4010009.641094217, 226286.59352876304 4009974.904725046, 226337.80987387814 4009907.28193576, 226358.28743947402 4009856.0746578816, 226375.48500495905 4009824.750520749, 226422.77831004251 4009769.472631689, 226443.46580151626 4009732.7174162474, 226462.3377352922 4009712.986729365, 226468.45330201165 4009707.8740899945, 226513.8709570493 4009662.718186081, 226552.37086047098 4009617.718801857, 226591.2284824428 4009567.0882620662, 226625.46338613948 4009506.719373408, 226687.93248672737 4009376.7136071683, 226761.236773304 4009220.696369439, 226830.30264146597 4009068.3972755405, 226879.1800250886 4008948.6831040606, 226898.66014174971 4008895.5555131654, 226936.20363931474 4008768.0492950203, 226954.97538809717 4008681.982597771, 226970.55948142614 4008519.766353575, 226954.97538809717 4008681.982597771, 226936.20363931474 4008768.0492950203, 226898.66014174971 4008895.5555131654, 226879.1800250886 4008948.6831040606, 226830.30264146597 4009068.3972755405, 226761.236773304 4009220.696369439, 226687.93248672737 4009376.7136071683, 226625.46338613948 4009506.719373408, 226591.2284824428 4009567.0882620662, 226552.37086047098 4009617.718801857, 226513.8709570493 4009662.718186081, 226468.45330201165 4009707.8740899945)"
241,C02-004_11,C02-004,"11.Playa del Faro de Trafalgar",981.292413,40,S,11007,Barbate,"LINESTRING (228273.35919597198 4008866.6004437283, 228016.74800131196 4008867.4608560246, 227899.4147329782 4008869.212098836, 227844.07546015194 4008860.8061333424, 227783.04528591328 4008836.2704979717, 227760.36605378863 4008827.5325199366, 227739.7924771299 4008815.479093373, 227718.727012059 4008797.946444729, 227672.491654608 4008766.3403840936, 227619.4294458934 4008713.7417254685, 227575.82133341365 4008659.078035178, 227522.19703149894 4008596.0182203283, 227475.2637241654 4008524.567513642, 227465.4567644241 4008484.639177552, 227465.4567644241 4008484.639177552, 227465.4567644241 4008484.639177552, 227465.4567644241 4008484.639177552)"
242,C02-004_12,C02-004,"12.Playa de Los Caños de Meca",2382.25671,60,S,11007,Barbate,"LINESTRING (230485.5879935833 4008123.8038094626, 230306.24195352627 4008231.288593741, 230217.42957049783 4008281.115247588, 230126.3649443285 4008325.9470635494, 230089.96662971698 4008329.1876127953, 230052.7414895919 4008338.9515839764, 230011.6585402111 4008341.708248846, 229950.18991754652 4008357.8196827066, 229911.92634490813 4008360.2703348803, 229872.73278606834 4008365.4142495967, 229854.92230863072 4008372.880370882, 229834.8828826298 4008385.3304470847, 229789.41939182137 4008405.4686376415, 229742.14227160555 4008413.158955534, 229675.76691887423 4008421.3831122266, 229645.3640798921 4008430.5960937366, 229628.28167667548 4008436.6613066047, 229599.32707790344 4008460.3909755317, 229562.55232134246 4008492.4902548706, 229507.7384213598 4008548.179776261, 229472.0381733775 4008579.1341132014, 229413.23771208717 4008625.7471024143, 229357.34756068967 4008658.74688951, 229334.6946658978 4008675.584627095, 229270.20379532932 4008694.6247888785, 229199.7628742027 4008708.8281353326, 229114.2341617389 4008708.943866306, 229079.90980264428 4008702.639392186, 229049.43817773345 4008685.1269640755, 228997.240948789 4008677.7156153233, 228950.0222239574 4008683.9292495055, 228895.48206164333 4008694.1923166877, 228879.56762507115 4008698.786658001, 228861.1556004624 4008700.1422366262, 228846.29401166324 4008702.289143624, 228817.92387812544 4008709.2941148677, 228735.61546601087 4008731.7100228476, 228622.1349318612 4008779.343827305, 228534.5727913137 4008809.114955091, 228449.46239070123 4008840.287077126, 228387.81864375575 4008853.9467710513, 228368.9052213974 4008857.799505236, 228340.18483929784 4008862.7029851046, 228298.15501183504 4008866.9059678507)"
243,C02-005_13,C02-005,"13.Playa de Hierbabuena",1086.63352,70,S,11007,Barbate,"LINESTRING (235914.45462177473 4008275.8261007625, 235819.53332604398 4008331.078795292, 235750.9146334859 4008396.7876253007, 235684.94342911243 4008446.5427595, 235602.77275519626 4008491.878303731, 235489.4055957318 4008548.035287076, 235430.44981795223 4008575.996634468, 235391.03594595776 4008588.618361927, 235301.83352327847 4008614.6183267175, 235239.88223416684 4008626.695897003, 235153.9749724634 4008635.3445936996, 235023.3278305118 4008636.385350964, 234928.36059262115 4008607.911792556)"
244,C02-006_14,C02-006,"14.Playa del Carmen",1323.81558,40,S,11007,Barbate,"LINESTRING (238071.3360643722 4008254.464553737, 238022.30162893917 4008267.766448454, 237868.0137404557 4008358.4872267125, 237772.50583213766 4008396.8746496695, 237706.02717728133 4008421.875815821, 237663.2968526939 4008440.0887410524, 237603.75459712162 4008461.1036547846, 237526.34966487752 4008481.7683199523, 237493.72076061467 4008492.9114733, 237471.79374133697 4008495.961536744, 237415.32183005422 4008504.276022004, 237385.4067315666 4008509.7720597587, 237347.37264959805 4008518.544418984, 237295.5358623938 4008519.2449161084, 237176.70775216958 4008529.328545627, 237012.71668129537 4008485.106234378, 236841.0786086194 4008370.709099176)"
245,C02-007_15,C02-007,"15.Playa de Cañillos/Pajares",6116.63675,35,S,11007,Barbate,"LINESTRING (242881.29071481252 4003567.563504473, 242832.8924714857 4003630.953694154, 242737.16659493354 4003749.7747877054, 242451.3733509572 4004107.775900053, 242359.3741577296 4004215.775995823, 242293.862256626 4004264.126293956, 242220.6934295403 4004374.285045536, 242136.07956108253 4004452.7767031323, 241921.98817040416 4004715.7774497643, 241783.78613618252 4004842.7782907984, 241670.6779584546 4004977.778298851, 241383.8838865343 4005280.779311491, 241219.15544485656 4005438.182047345, 241148.87126154036 4005507.577299882, 241081.8864082719 4005586.7804032, 241070.70087402497 4005594.155838666, 241007.74953626274 4005651.8110973574, 240940.50181232215 4005707.8508673073, 240887.96452799352 4005779.301573992, 240820.71680405294 4005849.35128643, 240779.24476458825 4005876.7642089953, 240739.9360434796 4005914.2303338028, 240663.10495106733 4005993.6536940536, 240563.70685454513 4006061.7849979256, 240508.4289654862 4006129.9610610944, 240418.7559454581 4006206.1217082446, 240361.6354600973 4006231.3038577037, 240238.18150786636 4006298.865722109, 240178.60422743665 4006346.77322596, 240132.53931988755 4006381.782555697, 240052.07928136905 4006459.785799147, 240022.59774053778 4006491.7241350478, 239914.28973427063 4006568.5685683843, 239855.59838765062 4006628.785689001, 239820.1503110518 4006671.839503626, 239748.60836143026 4006758.7311395286, 239701.6081586435 4006812.0382164717, 239628.3971427774 4006890.7870377367, 239559.6852204259 4006955.601408283, 239449.49558182532 4007059.540607938, 239353.3332416879 4007150.2481367183, 239305.54152401708 4007213.2191875996, 239252.63446818118 4007265.047816064, 239166.9619004955 4007352.9773194077, 239130.41724292183 4007385.5414801985, 239083.908896788 4007408.360458126, 239002.9267662845 4007481.509586238, 238917.03995936527 4007545.0750209983, 238874.66024442008 4007584.997940872, 238807.09838001538 4007645.18942007, 238765.98361396286 4007691.3084749896, 238713.7401673828 4007748.374812979, 238653.55382549943 4007794.982049399, 238594.36181848936 4007831.7581484294, 238567.04243063866 4007846.468588042)"
246,C02-008_16,C02-008,"16.Playa de Zahara de los Atunes",4625.04249,70,S,11035,Tarifa,"LINESTRING (245413.50062010542 3999649.601487097, 245364.46582139863 3999757.828292815, 245337.84693067198 3999820.522785445, 245294.41610896037 3999913.688902987, 245269.6035237695 3999982.1438375204, 245234.5288516988 4000054.054112818, 245174.98134925344 4000160.614139331, 245137.54487676083 4000241.652702698, 245073.3479586448 4000356.2922302987, 245040.04476687702 4000415.7634022813, 244982.44030001378 4000535.2089100494, 244950.3431744988 4000601.763883644, 244891.953438429 4000703.7641946147, 244843.25116900718 4000800.7644628375, 244719.6722659225 4001014.563441582, 244664.64416274015 4001109.765449776, 244585.95348406234 4001212.159177679, 244510.55982677802 4001345.154776661, 244387.5117125955 4001521.1377140093, 244372.53824481272 4001549.0209044414, 244340.3125992773 4001604.203896879, 244328.41785911814 4001623.738567675, 244291.85227749756 4001686.7675883323, 244257.25888721904 4001737.7673926274, 244236.28927341825 4001761.9986124095, 244169.8533620447 4001838.7680942095, 244111.01939193794 4001918.704444111, 244059.30827677852 4001992.512657037, 244037.77641986375 4002023.24558812, 243806.764113084 4002396.770460719, 243750.3457088183 4002462.8469075556, 243640.26567193234 4002591.7713916656, 243602.8720008455 4002657.8158468944, 243509.54943603795 4002772.76791615, 243471.72259132136 4002826.005697603, 243295.1973159774 4003044.560800411, 243265.7764367535 4003083.788639376, 243241.25903740007 4003120.2144898428, 243212.5386553006 4003166.447300052, 243185.91976457406 4003204.274144769, 243157.8998795986 4003230.893035495, 243139.6869543649 4003250.5069549778, 243128.47900037456 4003273.6233600816, 243103.2611038971 4003300.942747933, 243084.99286030853 4003336.656565041, 243040.66451420184 4003383.7192861047, 243001.62552395175 4003426.3457947043, 242923.5546030344 4003519.717593281)"
